,feature,pCor,f1_score,logloss,filterNorms,deviance
98,mfDist,0.6464968152866242,0.6890756302521008,0.6355474967468298,0.518218803562909,399.1238279570091
99,mfDist,0.6337579617834395,0.6814404432132963,0.6523545523969932,0.5193619491576669,409.67865890531175
100,mfDist,0.6592356687898089,0.7115902964959568,0.6297259841893789,0.490057362028505,395.46791807092995
101,mfDist,0.6464968152866242,0.6975476839237058,0.6272614303034401,0.48974021899408715,393.92017823056034
102,mfDist,0.6656050955414012,0.7042253521126761,0.6191244707471698,0.49789193142355664,388.81016762922263
103,mfDist,0.6305732484076433,0.6741573033707865,0.638665193517407,0.516055111605596,401.0817415289316
104,mfDist,0.6847133757961783,0.7027027027027027,0.620751192554167,0.5153849736395147,389.8317489240169
105,mfDist,0.7070063694267515,0.7430167597765364,0.6124159242379235,0.4909978974246783,384.59720042141595
106,mfDist,0.6305732484076433,0.6647398843930635,0.6201733256608821,0.5081486411117258,389.468848515034
107,mfDist,0.6337579617834395,0.6866485013623979,0.6384816446760337,0.4988256258229141,400.9664728565492
108,mfDist,0.6464968152866242,0.690807799442897,0.6382164911490562,0.4944932433166901,400.79995644160726
109,mfDist,0.6560509554140127,0.6983240223463687,0.6221705108952243,0.4870485049577727,390.7230808422009
110,mfDist,0.6401273885350318,0.6798866855524079,0.6559200491705891,0.5091161194200418,411.91779087912994
111,mfDist,0.6369426751592356,0.6968085106382979,0.6285896856244387,0.4913921501905442,394.75432257214754
112,mfDist,0.6210191082802548,0.6721763085399449,0.630195273620194,0.5155701217646362,395.7626318334818
113,mfDist,0.6528662420382165,0.685878962536023,0.6258481043065358,0.49739789741212453,393.0326095045045
114,mfDist,0.6210191082802548,0.6703601108033241,0.6497518438949862,0.5064725231491717,408.04415796605133
115,mfDist,0.6305732484076433,0.6795580110497237,0.642917362347568,0.5042327589326171,403.7521035542727
116,mfDist,0.6496815286624203,0.6892655367231638,0.6280321664921321,0.5030271463175987,394.40420055705897
117,mfDist,0.6242038216560509,0.6758241758241759,0.6284844720442684,0.5203895995451672,394.68824844380055
118,mfDist,0.6178343949044586,0.6571428571428571,0.6329583354310458,0.49564847133969814,397.4978346506968
119,mfDist,0.6496815286624203,0.6875000000000001,0.6367034322116201,0.4894087359199283,399.8497554288974
120,mfDist,0.6560509554140127,0.7065217391304348,0.630670287174897,0.49968337811679625,396.0609403458353
121,mfDist,0.6369426751592356,0.6902173913043479,0.6470573480688407,0.5040915446008764,406.35201458723196
122,mfDist,0.6178343949044586,0.6842105263157894,0.6508449855049029,0.4912254139566665,408.730650897079
123,mfDist,0.6114649681528662,0.655367231638418,0.6645604252018804,0.4923179121520234,417.3439470267809
124,mfDist,0.6305732484076433,0.6847826086956521,0.635028281919144,0.4973152683269239,398.7977610452224
125,mfDist,0.6401273885350318,0.6869806094182825,0.6295076562251164,0.5057988111347969,395.3308081093731
126,mfDist,0.6496815286624203,0.7010869565217391,0.6119999624419143,0.5065820787386031,384.3359764135222
127,mfDist,0.6146496815286624,0.6572237960339944,0.6524468568804499,0.5185176096685379,409.73662612092255
128,mfDist,0.6050955414012739,0.6436781609195401,0.6561902551076486,0.4899620174866015,412.08748020760333
129,mfDist,0.6751592356687898,0.7166666666666668,0.6323459377857259,0.4906503390104899,397.1132489294359
130,mfDist,0.6210191082802548,0.6721763085399449,0.6554529166483223,0.5005501080214784,411.6244316551464
131,mfDist,0.6242038216560509,0.6722222222222223,0.6358846210541965,0.5029997873036349,399.3355420220354
132,mfDist,0.6528662420382165,0.7046070460704607,0.6435785602194338,0.48823150846460667,404.1673358178044
133,mfDist,0.6114649681528662,0.6648351648351649,0.6493595970389275,0.5043190792349039,407.7978269404465
134,mfDist,0.6942675159235668,0.7209302325581396,0.6182490691961315,0.5236590432381285,388.2604154551706
135,mfDist,0.6337579617834395,0.676056338028169,0.6457246869895066,0.49660143881591357,405.51510342941015
136,mfDist,0.6401273885350318,0.6816901408450705,0.6309976733700361,0.5023678030713078,396.2665388763827
137,mfDist,0.6719745222929936,0.7014492753623188,0.6251015755557091,0.5214646580044335,392.5637894489853
138,mfDist,0.6401273885350318,0.67621776504298,0.6391769695197129,0.504244811067811,401.4031368583797
139,mfDist,0.6464968152866242,0.6958904109589041,0.6405735984420854,0.5121669433960221,402.28021982162966
140,mfDist,0.6242038216560509,0.6703910614525139,0.6441542931845701,0.5183909713100485,404.52889611991
141,mfDist,0.6242038216560509,0.6647727272727273,0.6350292032934769,0.5101521088049007,398.79833966830347
142,mfDist,0.6528662420382165,0.6980609418282548,0.6460981756678776,0.5049233846203696,405.7496543194272
143,mfDist,0.678343949044586,0.7154929577464789,0.6231897553531943,0.4787682639573541,391.36316636180607
144,mfDist,0.6369426751592356,0.6850828729281768,0.6356965356600149,0.498264681422412,399.2174243944894
145,mfDist,0.6624203821656051,0.7103825136612022,0.630877057877586,0.4919844772578019,396.190792347124
146,mfDist,0.6464968152866242,0.6925207756232687,0.6295546351234512,0.48243410886847543,395.3603108575274
147,mfDist,0.6751592356687898,0.7166666666666668,0.6246896179714878,0.49367594768903955,392.30508008609434
148,mfDist,0.6146496815286624,0.6684931506849315,0.6555206098305221,0.48829438621325105,411.66694297356787
149,mfDist,0.6210191082802548,0.6647887323943663,0.6412661873423712,0.486678304481561,402.7151656510091
150,mfDist,0.6496815286624203,0.6875000000000001,0.6382482449894923,0.512517302893733,400.81989785340113
151,mfDist,0.6751592356687898,0.7213114754098361,0.6122789582934026,0.483948526272341,384.51118580825687
152,mfDist,0.6114649681528662,0.6789473684210526,0.6491595171916749,0.5143991345950762,407.6721767963718
153,mfDist,0.6592356687898089,0.7036011080332409,0.6472608187787362,0.5115092839679748,406.47979419304636
154,mfDist,0.6656050955414012,0.7075208913649024,0.637296610313683,0.5172436837620416,400.2222712769929
155,mfDist,0.6019108280254777,0.6537396121883657,0.6517435156763766,0.47881417690513195,409.29492784476446
156,mfDist,0.6114649681528662,0.6648351648351649,0.6643117953791603,0.4993375255847118,417.18780749811265
157,mfDist,0.7101910828025477,0.7479224376731303,0.6059361485528568,0.49845242778782456,380.5279012911941
158,mfDist,0.6878980891719745,0.7200000000000001,0.624310734915078,0.5071051369556666,392.067141526669
159,mfDist,0.6464968152866242,0.7024128686327079,0.6407778436878429,0.5032416218448723,402.40848583596534
160,mfDist,0.6273885350318471,0.6722689075630253,0.6480524726455771,0.5096354785475984,406.9769528214224
161,mfDist,0.5796178343949044,0.6312849162011174,0.6790823301181933,0.5038487348756159,426.46370331422537
162,mfDist,0.6528662420382165,0.6963788300835655,0.627702075160112,0.5084365528832471,394.19690320055037
163,mfDist,0.6496815286624203,0.696132596685083,0.6093386893818932,0.4898571022701977,382.6646969318289
164,mfDist,0.5955414012738853,0.650137741046832,0.6552329591123072,0.48387762251459365,411.4862983225289
165,mfDist,0.6242038216560509,0.6722222222222223,0.6509428829472543,0.5012400347246286,408.7921304908757
166,mfDist,0.6528662420382165,0.7046070460704607,0.6158419177925937,0.5070415776931062,386.7487243737488
167,mfDist,0.6210191082802548,0.67574931880109,0.6523148978525006,0.5107245355744823,409.65375585137036
168,mfDist,0.6624203821656051,0.7119565217391304,0.6275810218021958,0.5038764614801776,394.12088169177895
169,mfDist,0.6401273885350318,0.6798866855524079,0.6504857523239862,0.5059158803056449,408.50505245946334
170,mfDist,0.6464968152866242,0.690807799442897,0.6167846128692166,0.5001215176877326,387.34073688186805
171,mfDist,0.5955414012738853,0.6649076517150395,0.6660946495691816,0.5232665839126791,418.30743992944605
172,mfDist,0.6560509554140127,0.6966292134831461,0.6351232357507826,0.5060067798867156,398.85739205149144
173,mfDist,0.5923566878980892,0.6404494382022472,0.6477256250685327,0.4985196278784927,406.7716925430385
174,mfDist,0.6369426751592356,0.6850828729281768,0.6381945577526911,0.48259553240629327,400.78618226868997
175,mfDist,0.6210191082802548,0.6609686609686609,0.6476910389398636,0.5223472377704933,406.74997245423435
176,mfDist,0.6687898089171974,0.7045454545454546,0.6184563597892695,0.4958949039582034,388.3905939476613
177,mfDist,0.643312101910828,0.6818181818181819,0.6381135706771734,0.5106297172734179,400.7353223852649
178,mfDist,0.6560509554140127,0.6983240223463687,0.6389518408393856,0.48870380085691134,401.26175604713416
179,mfDist,0.6751592356687898,0.7134831460674158,0.6264654005418098,0.5083408724475728,393.4202715402565
180,mfDist,0.5923566878980892,0.6444444444444443,0.6363765998696576,0.5065056788375978,399.64450471814496
181,mfDist,0.6401273885350318,0.6937669376693766,0.6284908013544628,0.4969299846204371,394.69222325060264
182,mfDist,0.6560509554140127,0.6983240223463687,0.6286211830470225,0.48525244890165625,394.77410295353013
183,mfDist,0.6560509554140127,0.7081081081081081,0.653547124481581,0.4986842712598396,410.4275941744329
184,mfDist,0.643312101910828,0.6818181818181819,0.637081491593814,0.4945731802029342,400.0871767209152
185,mfDist,0.6178343949044586,0.6685082872928176,0.656764049571435,0.5155220518929577,412.44782313086114
186,mfDist,0.6656050955414012,0.7075208913649024,0.6269710998116619,0.5128441486673321,393.73785068172367
187,mfDist,0.6273885350318471,0.6608695652173913,0.6354192730396276,0.5001828767680989,399.04330346888617
188,mfDist,0.6146496815286624,0.6720867208672088,0.6553219688355725,0.5022048618285485,411.5421964287395
189,mfDist,0.6305732484076433,0.672316384180791,0.6529183113659951,0.5122695912406008,410.0326995378449
190,mfDist,0.6496815286624203,0.696132596685083,0.6291116676839253,0.5063984335361668,395.08212730550514
191,mfDist,0.643312101910828,0.688888888888889,0.6534128882022889,0.5058586301032176,410.34329379103747
192,mfDist,0.6369426751592356,0.6850828729281768,0.6536103537764649,0.4897461957698887,410.46730217161996
193,mfDist,0.6528662420382165,0.685878962536023,0.6268247686820498,0.5122062067829144,393.6459547323273
194,mfDist,0.6751592356687898,0.7197802197802198,0.6256552840789285,0.5144742986879524,392.9115184015671
195,mfDist,0.6496815286624203,0.6839080459770116,0.6219636118810842,0.5025697912236718,390.59314826132083
196,mfDist,0.6146496815286624,0.6666666666666666,0.6410302036293768,0.4976611019747547,402.56696787924864
197,mfDist,0.6496815286624203,0.6892655367231638,0.6325874505649915,0.5058281510727666,397.2649189548147
198,mfDist,0.6847133757961783,0.7146974063400576,0.6013098629140148,0.5039760106166598,377.6225939100013
199,mfDist,0.6464968152866242,0.690807799442897,0.6446324558599156,0.48866481835816794,404.829182280027
200,mfDist,0.60828025477707,0.64756446991404,0.6479503325508666,0.48686223980814225,406.91280884194424
201,mfDist,0.6178343949044586,0.6756756756756757,0.6538245743844323,0.5218012662960054,410.6018327134235
202,mfDist,0.6560509554140127,0.6931818181818182,0.6283575785937172,0.517654572171217,394.6085593568544
203,mfDist,0.643312101910828,0.6956521739130436,0.6409132169907157,0.5078121249459859,402.4935002701695
204,mfDist,0.6815286624203821,0.7222222222222222,0.6213292089930404,0.5088144659753279,390.1947432476294
205,mfDist,0.6560509554140127,0.7032967032967032,0.6243485903429306,0.4834926768208252,392.0909147353604
206,mfDist,0.6019108280254777,0.6537396121883657,0.6559651541980563,0.49405231090362856,411.94611683637936
207,mfDist,0.6242038216560509,0.6775956284153005,0.6660831845639805,0.5171034693676383,418.30023990617974
208,mfDist,0.643312101910828,0.6818181818181819,0.6246428219490469,0.4987115040848221,392.2756921840014
209,mfDist,0.6624203821656051,0.7071823204419891,0.6294396364947554,0.5178376628752127,395.2880917187064
210,mfDist,0.6560509554140127,0.7065217391304348,0.6240428596033764,0.49420732944009177,391.8989158309204
211,mfDist,0.6178343949044586,0.664804469273743,0.6447303670995927,0.5074186044673713,404.8906705385442
212,mfDist,0.6114649681528662,0.6684782608695652,0.6458271747016756,0.517770840128828,405.5794657126523
213,mfDist,0.6305732484076433,0.6759776536312849,0.6430455563512051,0.5059064400294315,403.83260938855676
214,mfDist,0.6401273885350318,0.6852367688022284,0.6570105184965739,0.4970348808451874,412.6026056158484
215,mfDist,0.6592356687898089,0.6880466472303207,0.635003315644855,0.52156083097874,398.782082224969
216,mfDist,0.678343949044586,0.7122507122507125,0.6230557254416123,0.49205002833455164,391.27899557733247
217,mfDist,0.6560509554140127,0.7,0.6460268206783011,0.5068512555532714,405.7048433859731
218,mfDist,0.6624203821656051,0.7055555555555555,0.6298667675792936,0.4922826169211328,395.55633003979636
219,mfDist,0.6656050955414012,0.7107438016528926,0.6238696239854673,0.5075980534509533,391.7901238628735
220,mfDist,0.6178343949044586,0.6551724137931034,0.6538797451087627,0.5246709278746641,410.63647992830295
221,mfDist,0.6210191082802548,0.6647887323943663,0.653020426331972,0.49125069173677716,410.0968277364784
222,mfDist,0.6273885350318471,0.6811989100817438,0.6545120816488162,0.5276695741014982,411.0335872754566
223,mfDist,0.6178343949044586,0.6739130434782608,0.6587033888765395,0.4994195910707516,413.66572821446675
224,mfDist,0.643312101910828,0.676300578034682,0.6449395897994132,0.4884475299615991,405.02206239403154
225,mfDist,0.643312101910828,0.6939890710382514,0.651513745593171,0.4922925487301602,409.1506322325114
226,mfDist,0.6337579617834395,0.6883468834688348,0.641914533317214,0.4854105711401397,403.12232692321044
227,mfDist,0.6656050955414012,0.7107438016528926,0.6240270546095741,0.5125285035895015,391.8889902948125
228,mfDist,0.6878980891719745,0.7200000000000001,0.615644958260242,0.5139457033525832,386.625033787432
229,mfDist,0.6114649681528662,0.6720430107526881,0.6660073309664362,0.48381542493361757,418.25260384692194
230,mfDist,0.6942675159235668,0.7333333333333334,0.6226843292026271,0.5016758794200944,391.0457587392498
231,mfDist,0.589171974522293,0.6426592797783932,0.6548867444020747,0.49112406001148157,411.2688754845029
232,mfDist,0.7006369426751592,0.7251461988304094,0.5979322634728478,0.5063783584529764,375.5014614609484
233,mfDist,0.5955414012738853,0.6462395543175486,0.6585926452593572,0.530212145591885,413.59618122287634
234,mfDist,0.5923566878980892,0.6384180790960451,0.645393139434272,0.5020487710046688,405.30689156472283
235,mfDist,0.643312101910828,0.6923076923076924,0.6452306423901036,0.49789291352678205,405.20484342098507
236,mfDist,0.643312101910828,0.6906077348066298,0.6305423039388507,0.5116825745624823,395.9805668735982
237,mfDist,0.6210191082802548,0.6721763085399449,0.6431643940052213,0.4924408623506795,403.907239435279
238,mfDist,0.6528662420382165,0.7013698630136987,0.6340771827398027,0.4956098134613838,398.2004707605961
239,mfDist,0.6210191082802548,0.67574931880109,0.6409838704240082,0.4920789036035838,402.53787062627714
240,mfDist,0.6528662420382165,0.6946778711484595,0.6263478833868332,0.5238824667698231,393.34647076693125
241,mfDist,0.6305732484076433,0.6741573033707865,0.6337211932203601,0.5028601020297254,397.9769093423862
242,mfDist,0.6464968152866242,0.6925207756232687,0.6207808420816702,0.4973713630614322,389.8503688272889
243,mfDist,0.6528662420382165,0.6963788300835655,0.6381120054974099,0.47916721644912114,400.7343394523734
244,mfDist,0.6464968152866242,0.6763848396501457,0.6391659805169312,0.5066645919327595,401.3962357646328
245,mfDist,0.643312101910828,0.68,0.6495983057910879,0.5159497928309836,407.94773603680324
246,mfDist,0.6719745222929936,0.708215297450425,0.6241631864625363,0.5003565157391939,391.97448109847284
247,mfDist,0.6305732484076433,0.6864864864864865,0.6360897753305736,0.496619669219498,399.46437890760023
248,mfDist,0.6751592356687898,0.7,0.635841455097495,0.5059444612218535,399.30843380122684
249,mfDist,0.6496815286624203,0.6857142857142857,0.6386531846052554,0.5010535173216194,401.07419993210044
250,mfDist,0.5796178343949044,0.6333333333333333,0.6614382885945908,0.4961253997285889,415.383245237403
251,mfDist,0.6624203821656051,0.7022471910112361,0.6247704787881646,0.504035733416235,392.35586067896736
252,mfDist,0.6305732484076433,0.6741573033707865,0.6365969142679971,0.5013858798305968,399.7828621603022
253,mfDist,0.6560509554140127,0.6896551724137931,0.6303802103137968,0.4853142843493684,395.87877207706435
254,mfDist,0.60828025477707,0.663013698630137,0.6546689198680089,0.5114727185324853,411.1320816771096
255,mfDist,0.6337579617834395,0.6814404432132963,0.6481958390287823,0.5123296700328867,407.0669869100753
256,mfDist,0.6528662420382165,0.6963788300835655,0.6384599462429352,0.5127909674611574,400.9528462405633
257,mfDist,0.6242038216560509,0.6647727272727273,0.6531556113800544,0.5159924919062815,410.1817239466742
258,mfDist,0.6210191082802548,0.6843501326259946,0.64018027550257,0.4988354997047514,402.0332130156139
259,mfDist,0.6273885350318471,0.6829268292682927,0.6527763990814253,0.5068271885102951,409.94357862313507
260,mfDist,0.6624203821656051,0.6988636363636364,0.6300770408495311,0.498071572243571,395.68838165350553
261,mfDist,0.5796178343949044,0.6470588235294117,0.6635084569295534,0.4936737994328593,416.68331095175955
262,mfDist,0.6592356687898089,0.7100271002710028,0.6329323480077723,0.4889794394794587,397.481514548881
263,mfDist,0.6210191082802548,0.6570605187319885,0.641603037735848,0.510397008558177,402.9267076981126
264,mfDist,0.6242038216560509,0.6810810810810812,0.6443288988294347,0.4856400171187649,404.638548464885
265,mfDist,0.6242038216560509,0.6647727272727273,0.6635191862960608,0.5034580456645341,416.69004899392615
266,mfDist,0.6528662420382165,0.699724517906336,0.6273176020752275,0.4956122522259425,393.95545410324286
267,mfDist,0.6496815286624203,0.6892655367231638,0.6454925553537502,0.4959383157915594,405.3693247621551
268,mfDist,0.6656050955414012,0.6920821114369502,0.6390295379874151,0.4953126004129364,401.3105498560967
269,mfDist,0.6273885350318471,0.6628242074927954,0.6549990475967906,0.5146843601787492,411.33940189078453
270,mfDist,0.6242038216560509,0.6666666666666667,0.6506288849492977,0.47979036884625204,408.594939748159
271,mfDist,0.6560509554140127,0.7065217391304348,0.6314021264685095,0.5025291416092097,396.52053542222393
272,mfDist,0.6815286624203821,0.7175141242937854,0.6088998816527373,0.4851111963940821,382.389125677919
273,mfDist,0.6878980891719745,0.7100591715976333,0.6160206304502234,0.4883606956811453,386.8609559227403
274,mfDist,0.643312101910828,0.6939890710382514,0.6489073122285094,0.48974944134642945,407.5137920795039
275,mfDist,0.6369426751592356,0.6833333333333335,0.6288122796076466,0.48787906572095174,394.8941115936021
