,feature,pCor,f1_score,logloss,filterNorms
82,mfDist,0.6050955414012739,0.6555555555555556,0.6392407935394092,0.5457913211632965
83,mfDist,0.6019108280254777,0.6575342465753424,0.6388099612826735,0.5602348771874203
84,mfDist,0.6496815286624203,0.7027027027027027,0.6556178129680363,0.5613253979046552
85,mfDist,0.6337579617834395,0.6933333333333334,0.6647021712234317,0.541047167920548
86,mfDist,0.643312101910828,0.6972972972972973,0.6315272981807913,0.5359402625742862
87,mfDist,0.6305732484076433,0.6813186813186813,0.6272655704725534,0.5415719530183734
88,mfDist,0.6337579617834395,0.6849315068493151,0.6352471836134801,0.5513298187500942
89,mfDist,0.60828025477707,0.6495726495726495,0.6482403591600372,0.5196931253941054
90,mfDist,0.6114649681528662,0.6494252873563218,0.6515254644706415,0.5652585095924035
91,mfDist,0.6210191082802548,0.6647887323943663,0.6277973479679043,0.5566940526858799
92,mfDist,0.5796178343949044,0.6271186440677966,0.666299027610139,0.5453674940095992
93,mfDist,0.6178343949044586,0.6666666666666669,0.6478620279205038,0.5448246278837787
94,mfDist,0.6624203821656051,0.7005649717514125,0.6265932737575977,0.5396187981121437
95,mfDist,0.5859872611464968,0.6368715083798883,0.6313225183001955,0.5347442205934756
96,mfDist,0.6592356687898089,0.7052341597796142,0.6172257645235423,0.5606071712224212
97,mfDist,0.6687898089171974,0.7142857142857144,0.6193403178103216,0.5429818021459892
98,mfDist,0.6464968152866242,0.6925207756232687,0.638460453891885,0.555857473216147
99,mfDist,0.6273885350318471,0.6759002770083103,0.6576903257607746,0.5710163813809572
100,mfDist,0.643312101910828,0.6989247311827956,0.6314913464107874,0.5387590545784211
101,mfDist,0.6528662420382165,0.7013698630136987,0.6258176810035591,0.5324929395861568
102,mfDist,0.6719745222929936,0.7065527065527066,0.6208544351876647,0.5507711109727497
103,mfDist,0.6369426751592356,0.6797752808988764,0.6399110742260685,0.5434912440529401
104,mfDist,0.6656050955414012,0.6827794561933535,0.616913382353928,0.549013969120525
105,mfDist,0.7006369426751592,0.7388888888888888,0.6104593719182484,0.5184245288096864
106,mfDist,0.6369426751592356,0.6868131868131868,0.6216616537474637,0.5532073114691678
107,mfDist,0.6242038216560509,0.6775956284153005,0.640372682437226,0.5647799751586077
108,mfDist,0.6305732484076433,0.6813186813186813,0.6339040407365097,0.5376535344123584
109,mfDist,0.6464968152866242,0.6942148760330578,0.6267644170749489,0.5201279375292351
110,mfDist,0.6337579617834395,0.6723646723646725,0.6517326150467164,0.5605188518763097
111,mfDist,0.6369426751592356,0.6968085106382979,0.6305973320276462,0.5432937822558276
112,mfDist,0.6210191082802548,0.668523676880223,0.6342933857372317,0.5691004176412015
113,mfDist,0.6592356687898089,0.6898550724637682,0.6224682869360533,0.5302504119333005
114,mfDist,0.5987261146496815,0.6557377049180327,0.6515508717063443,0.5381832229337196
115,mfDist,0.60828025477707,0.663013698630137,0.6484553863418638,0.5486143603521498
116,mfDist,0.6273885350318471,0.6776859504132231,0.6322662624210548,0.527717467833211
117,mfDist,0.6337579617834395,0.6831955922865014,0.6260414860773852,0.5514357309182502
118,mfDist,0.6050955414012739,0.6555555555555556,0.6315332859815727,0.5674345542847978
119,mfDist,0.6401273885350318,0.6852367688022284,0.637475621635299,0.5393125688977002
120,mfDist,0.6496815286624203,0.7058823529411764,0.6371089853380049,0.5466665411486351
121,mfDist,0.6273885350318471,0.6811989100817438,0.6433898406490854,0.5399471240597343
122,mfDist,0.60828025477707,0.6719999999999999,0.6519829342543054,0.5457326338305956
123,mfDist,0.5859872611464968,0.632768361581921,0.669338632317753,0.5500370658226066
124,mfDist,0.6337579617834395,0.6866485013623979,0.6355173123357044,0.5406639379204922
125,mfDist,0.6242038216560509,0.6740331491712708,0.6310742753886726,0.5685932115406303
126,mfDist,0.6337579617834395,0.6883468834688348,0.614410384744146,0.5517346954615873
127,mfDist,0.6146496815286624,0.6610644257703081,0.6521132283941419,0.5691723551014
128,mfDist,0.589171974522293,0.6366197183098592,0.6565983561510265,0.542525312679089
129,mfDist,0.6592356687898089,0.6985915492957747,0.6378369781426669,0.5326651079272052
130,mfDist,0.6019108280254777,0.659400544959128,0.6585296961725654,0.5556593859194393
131,mfDist,0.6337579617834395,0.6723646723646725,0.6365153195175585,0.5511784949149587
132,mfDist,0.643312101910828,0.7037037037037037,0.6452296392120873,0.5548434860325221
133,mfDist,0.6146496815286624,0.6684931506849315,0.653411480444182,0.5510192011629936
134,mfDist,0.6687898089171974,0.7028571428571428,0.6172986824338144,0.5426080426472156
135,mfDist,0.6178343949044586,0.664804469273743,0.6499381731428282,0.5211808376707345
136,mfDist,0.6305732484076433,0.6795580110497237,0.6329794152942786,0.5460338584372161
137,mfDist,0.6560509554140127,0.686046511627907,0.6261927178480584,0.5542609475661451
138,mfDist,0.6242038216560509,0.6685393258426967,0.6390504251737701,0.5625594932054196
139,mfDist,0.6560509554140127,0.7016574585635359,0.6400334269486578,0.5403798194713817
140,mfDist,0.6178343949044586,0.6703296703296703,0.6464911167323133,0.5514562234545892
141,mfDist,0.6178343949044586,0.6610169491525423,0.6365155004534644,0.546503010904734
142,mfDist,0.6242038216560509,0.6758241758241759,0.6474563597090327,0.5588441169476732
143,mfDist,0.6687898089171974,0.712707182320442,0.6199829045756599,0.5348673574894252
144,mfDist,0.6273885350318471,0.6794520547945206,0.6367733808273456,0.560804970473919
145,mfDist,0.6528662420382165,0.7029972752043597,0.6367763277396049,0.5283870191417088
146,mfDist,0.6496815286624203,0.6978021978021978,0.6343707323664962,0.5394541483862972
147,mfDist,0.6592356687898089,0.7100271002710028,0.6227296968879291,0.5333097107803694
148,mfDist,0.5859872611464968,0.6524064171122995,0.6593034903179295,0.5361932235710225
149,mfDist,0.6242038216560509,0.6589595375722542,0.6445816423354747,0.5256635157882172
150,mfDist,0.6528662420382165,0.6876790830945558,0.6410119216378725,0.5564007180133527
151,mfDist,0.6656050955414012,0.7138964577656676,0.6159955401070835,0.5449271988812305
152,mfDist,0.6146496815286624,0.6790450928381963,0.6521429894418175,0.5520668940584351
153,mfDist,0.6337579617834395,0.6866485013623979,0.6538951411231605,0.5513778609179337
154,mfDist,0.6624203821656051,0.7005649717514125,0.640571593242693,0.5533422374542916
155,mfDist,0.5987261146496815,0.6612903225806451,0.6522359889683652,0.5081154989903842
156,mfDist,0.5987261146496815,0.653846153846154,0.6623849559163363,0.539304435656546
157,mfDist,0.7006369426751592,0.7403314917127073,0.61167885830649,0.558193158224446
158,mfDist,0.678343949044586,0.7217630853994491,0.6251615475650171,0.5337640444582783
159,mfDist,0.6401273885350318,0.6970509383378016,0.6444171123856614,0.5570508891461556
160,mfDist,0.60828025477707,0.663013698630137,0.6480245692191733,0.5336873235381859
161,mfDist,0.5764331210191083,0.6356164383561643,0.6819685190422603,0.540810236814982
162,mfDist,0.6464968152866242,0.6975476839237058,0.626651830784094,0.5526822010550094
163,mfDist,0.643312101910828,0.6939890710382514,0.6079459078222171,0.521493765312253
164,mfDist,0.5605095541401274,0.6229508196721312,0.6578201151632512,0.5498126152442
165,mfDist,0.6114649681528662,0.6666666666666669,0.6529132636175955,0.54199148858264
166,mfDist,0.6592356687898089,0.7100271002710028,0.6194008515347655,0.5531351851362205
167,mfDist,0.6146496815286624,0.6773333333333333,0.6489433954231074,0.5441990676537267
168,mfDist,0.6496815286624203,0.7027027027027027,0.6311714588187779,0.5619449085366781
169,mfDist,0.6114649681528662,0.6611111111111111,0.6475269210403676,0.5306372124182653
170,mfDist,0.6687898089171974,0.7078651685393258,0.6162137086001959,0.5435058107797267
171,mfDist,0.5796178343949044,0.6580310880829016,0.669807302815101,0.5679188365501118
172,mfDist,0.6305732484076433,0.6777777777777777,0.6371965093247532,0.557606405880182
173,mfDist,0.5987261146496815,0.653846153846154,0.6470399485337079,0.5403875767314558
174,mfDist,0.6592356687898089,0.7019498607242342,0.6381465333274734,0.544401394192318
175,mfDist,0.5955414012738853,0.650137741046832,0.6512988818978532,0.5674055746722944
176,mfDist,0.6751592356687898,0.7085714285714286,0.6155305622306685,0.5379945356286419
177,mfDist,0.6305732484076433,0.6741573033707865,0.6341783760941623,0.5360727991101957
178,mfDist,0.6369426751592356,0.6815642458100559,0.6420315185175652,0.523047899227145
179,mfDist,0.6528662420382165,0.6980609418282548,0.62466069371193,0.5545462928878566
180,mfDist,0.5732484076433121,0.633879781420765,0.6370299749870629,0.5524137378247491
181,mfDist,0.6369426751592356,0.6935483870967741,0.6245710956371889,0.556761324607654
182,mfDist,0.6496815286624203,0.6910112359550561,0.6284839752627305,0.548322993291764
183,mfDist,0.6337579617834395,0.6949602122015915,0.6495784147809766,0.5156278152531418
184,mfDist,0.6369426751592356,0.6761363636363636,0.6388210674687368,0.5305941419010862
185,mfDist,0.6242038216560509,0.6740331491712708,0.65500348016066,0.5491613846632981
186,mfDist,0.6624203821656051,0.7039106145251397,0.6319245021742913,0.5586212365406182
187,mfDist,0.6273885350318471,0.656891495601173,0.6337440365361663,0.5648972329318314
188,mfDist,0.6114649681528662,0.6720430107526881,0.6544940702433684,0.5642775265065446
189,mfDist,0.6242038216560509,0.6703910614525139,0.6560966115459833,0.5484553084101623
190,mfDist,0.643312101910828,0.6956521739130436,0.6347053433011141,0.5459951580118829
191,mfDist,0.6273885350318471,0.6776859504132231,0.6566708988290285,0.5601729535132416
192,mfDist,0.6210191082802548,0.6792452830188679,0.6549934959547618,0.5198101374585007
193,mfDist,0.6305732484076433,0.6666666666666667,0.6330633948611525,0.5693204707796896
194,mfDist,0.6719745222929936,0.7178082191780822,0.6280409803587905,0.543805244204231
195,mfDist,0.6719745222929936,0.713091922005571,0.6160925678100629,0.5431940403965118
196,mfDist,0.6178343949044586,0.6703296703296703,0.6406619735075275,0.5522296179554546
197,mfDist,0.6528662420382165,0.6946778711484595,0.6359395597669204,0.5380678983419034
198,mfDist,0.6815286624203821,0.7109826589595377,0.6061637741368554,0.5457553869223809
199,mfDist,0.6273885350318471,0.6829268292682927,0.64477091181397,0.5377574981911016
200,mfDist,0.5987261146496815,0.646067415730337,0.6530691543069346,0.5456826076811341
201,mfDist,0.6273885350318471,0.6863270777479893,0.6527231644831324,0.5524492728194359
202,mfDist,0.6464968152866242,0.6873239436619719,0.6279359500053879,0.5548381396768778
203,mfDist,0.6242038216560509,0.6793478260869565,0.6401542915185487,0.5427995000635475
204,mfDist,0.6656050955414012,0.7107438016528926,0.6199030129657311,0.5608755209137533
205,mfDist,0.6464968152866242,0.6958904109589041,0.624879651975867,0.5357817005955008
206,mfDist,0.5987261146496815,0.6594594594594595,0.6568726603842056,0.5464551853883516
207,mfDist,0.60828025477707,0.6666666666666667,0.6622275015945807,0.5540297451539361
208,mfDist,0.6528662420382165,0.6963788300835655,0.6266169550329121,0.5657758756231024
209,mfDist,0.6496815286624203,0.7010869565217391,0.6264807837341618,0.556393319911869
210,mfDist,0.6592356687898089,0.7084468664850136,0.6234313023936559,0.5477012563393838
211,mfDist,0.6273885350318471,0.6776859504132231,0.6419502983143419,0.558730075823995
212,mfDist,0.60828025477707,0.6684636118598382,0.648221033576232,0.5750601825870181
213,mfDist,0.6369426751592356,0.6779661016949153,0.641022215473974,0.570789975911461
214,mfDist,0.6178343949044586,0.6739130434782608,0.6571142041557796,0.5383036082382306
215,mfDist,0.6369426751592356,0.6724137931034483,0.633344810056422,0.5710642936420158
216,mfDist,0.6560509554140127,0.7,0.6218349683944212,0.5278712651064162
217,mfDist,0.6528662420382165,0.6980609418282548,0.6434930304424493,0.5810420091804914
218,mfDist,0.6464968152866242,0.6855524079320113,0.6308339354265194,0.5317414415241295
219,mfDist,0.6592356687898089,0.7019498607242342,0.6238294081778355,0.5490178997670585
220,mfDist,0.6210191082802548,0.6647887323943663,0.654541160428907,0.5613046073721466
221,mfDist,0.60828025477707,0.6611570247933884,0.6426800548910657,0.5120056317679595
222,mfDist,0.6210191082802548,0.6792452830188679,0.6576275960051043,0.5826978345556294
223,mfDist,0.6146496815286624,0.670299727520436,0.6583921498945414,0.5592604788938387
224,mfDist,0.6178343949044586,0.6531791907514451,0.6456466618759353,0.5523247626527585
225,mfDist,0.6146496815286624,0.670299727520436,0.654875053809181,0.5494643457240408
226,mfDist,0.6178343949044586,0.679144385026738,0.642491197195244,0.5206644269583177
227,mfDist,0.6592356687898089,0.7068493150684931,0.6281317016685604,0.5509629624586216
228,mfDist,0.6751592356687898,0.7034883720930233,0.6185386322263797,0.5551443371515082
229,mfDist,0.6019108280254777,0.6612466124661247,0.6664881355734599,0.5339675514293195
230,mfDist,0.678343949044586,0.7217630853994491,0.6240870007105398,0.5617979110736748
231,mfDist,0.5955414012738853,0.6558265582655827,0.6581732252589809,0.5189425003595207
232,mfDist,0.6815286624203821,0.7109826589595377,0.6030999482515861,0.5396204469934088
233,mfDist,0.5923566878980892,0.6444444444444443,0.6597642393507172,0.5645205381755967
234,mfDist,0.5796178343949044,0.6249999999999999,0.6472702309169679,0.5382196763350116
235,mfDist,0.6178343949044586,0.6774193548387096,0.6468401532640623,0.5318516439172044
236,mfDist,0.6528662420382165,0.7013698630136987,0.6322447285083141,0.5491455020189115
237,mfDist,0.6114649681528662,0.6720430107526881,0.6450622783991551,0.5217675119455217
238,mfDist,0.6528662420382165,0.7029972752043597,0.6292342966616182,0.5250383273008252
239,mfDist,0.6401273885350318,0.6954177897574124,0.6410135751673957,0.5180698768351198
240,mfDist,0.6592356687898089,0.7036011080332409,0.623009216940463,0.5613888178234949
241,mfDist,0.6369426751592356,0.6779661016949153,0.6335107240449284,0.533842041856189
242,mfDist,0.6369426751592356,0.6850828729281768,0.6275634459334315,0.5414705065031765
243,mfDist,0.6369426751592356,0.6833333333333335,0.6413561507751945,0.5115250144092716
244,mfDist,0.6146496815286624,0.6512968299711814,0.6429047208844951,0.5486829338730638
245,mfDist,0.6273885350318471,0.6722689075630253,0.6525700667759762,0.5608584998944292
246,mfDist,0.6496815286624203,0.6944444444444445,0.6235083470347867,0.5456866982287997
247,mfDist,0.6210191082802548,0.6721763085399449,0.6400816833089907,0.5458996323357149
248,mfDist,0.6273885350318471,0.6685552407932012,0.635816032373033,0.5419001693786485
249,mfDist,0.6210191082802548,0.6666666666666667,0.6391612991798553,0.5339933283420905
250,mfDist,0.5732484076433121,0.6256983240223464,0.6641031903707485,0.5338839260283957
251,mfDist,0.6337579617834395,0.6849315068493151,0.6297526717101266,0.5611433912748834
252,mfDist,0.6305732484076433,0.6795580110497237,0.6383611899962085,0.5484803549211942
253,mfDist,0.6496815286624203,0.6839080459770116,0.6264808432120312,0.5070562286977653
254,mfDist,0.589171974522293,0.6522911051212938,0.6563066311750562,0.5536223698316853
255,mfDist,0.6242038216560509,0.6758241758241759,0.6471511598879396,0.5626297999197847
256,mfDist,0.643312101910828,0.6972972972972973,0.6379934968591634,0.5455154026591801
257,mfDist,0.5955414012738853,0.6402266288951841,0.6523939933589352,0.5649622193509544
258,mfDist,0.5955414012738853,0.6684073107049608,0.643149664589208,0.5448069589048347
259,mfDist,0.6178343949044586,0.6774193548387096,0.6569431674026531,0.5575809692639399
260,mfDist,0.6592356687898089,0.6985915492957747,0.6294588239318428,0.5431618798397193
261,mfDist,0.5732484076433121,0.6436170212765957,0.6638142619818257,0.5475801441675378
262,mfDist,0.643312101910828,0.6972972972972973,0.6327897243567644,0.5338546258630885
263,mfDist,0.6273885350318471,0.6628242074927954,0.6469407251638529,0.5664873593541354
264,mfDist,0.6369426751592356,0.6918918918918919,0.6486979477251947,0.5318848271067775
265,mfDist,0.6050955414012739,0.6536312849162011,0.6682922956194868,0.5618312509373142
266,mfDist,0.6528662420382165,0.7013698630136987,0.6298328745513083,0.5337919117045464
267,mfDist,0.6369426751592356,0.6797752808988764,0.6482677994022241,0.5342029299199548
268,mfDist,0.6687898089171974,0.6994219653179191,0.6384357020838499,0.5530535059565445
269,mfDist,0.6305732484076433,0.6685714285714286,0.6514580914213481,0.5512559086721538
270,mfDist,0.6178343949044586,0.664804469273743,0.6504504272986893,0.5334788846304627
271,mfDist,0.643312101910828,0.6989247311827956,0.6298350576049434,0.5567369928117327
272,mfDist,0.6878980891719745,0.7231638418079096,0.6077985193137875,0.5288263238082116
273,mfDist,0.6751592356687898,0.7017543859649124,0.6164571401876529,0.5405549671917287
274,mfDist,0.6242038216560509,0.6844919786096257,0.6507007793006456,0.5446721470864803
275,mfDist,0.6305732484076433,0.6795580110497237,0.6331986136786751,0.5211221641645316
276,mfDist,0.6560509554140127,0.7032967032967032,0.6359388207725637,0.5364393770135766
277,mfDist,0.6146496815286624,0.6572237960339944,0.6396984027221921,0.5638995812337904
278,mfDist,0.5955414012738853,0.6462395543175486,0.6536167966053925,0.5323374557166042
279,mfDist,0.6273885350318471,0.6846361185983827,0.6553396594580245,0.545003263218906
280,mfDist,0.60828025477707,0.6535211267605633,0.6451099497473659,0.5574474754731008
281,mfDist,0.6369426751592356,0.6868131868131868,0.624679762344616,0.5459393448986362
282,mfDist,0.6273885350318471,0.6863270777479893,0.6538372219205921,0.5540713229046451
283,mfDist,0.6210191082802548,0.6721763085399449,0.6579840584717187,0.5481427051061432
284,mfDist,0.6496815286624203,0.6944444444444445,0.6290362569499196,0.5476029902433754
285,mfDist,0.6496815286624203,0.6892655367231638,0.6382137348806619,0.5355021181137148
286,mfDist,0.6210191082802548,0.6721763085399449,0.6294910083674626,0.5408685388250755
287,mfDist,0.643312101910828,0.6853932584269663,0.6279306952592192,0.5707546694883178
288,mfDist,0.6878980891719745,0.7231638418079096,0.6117468590888022,0.536219023444728
289,mfDist,0.6273885350318471,0.6846361185983827,0.6386245029182303,0.5442604757225041
290,mfDist,0.6369426751592356,0.6761363636363636,0.6334608575356963,0.5567111105551033
291,mfDist,0.643312101910828,0.6939890710382514,0.6380849047966223,0.5583262332133501
292,mfDist,0.6273885350318471,0.6811989100817438,0.6477373491177549,0.5536463719429698
293,mfDist,0.6592356687898089,0.7019498607242342,0.6148616803331818,0.5429995849579515
294,mfDist,0.6624203821656051,0.7150537634408602,0.624526332910454,0.5616890047674055
295,mfDist,0.6592356687898089,0.7084468664850136,0.6532281150596592,0.5647174918793387
296,mfDist,0.6369426751592356,0.6885245901639345,0.6477831763370513,0.5550008057722472
297,mfDist,0.6210191082802548,0.6775067750677508,0.650236996718132,0.5357854328910462
298,mfDist,0.6019108280254777,0.6498599439775911,0.6635411936313521,0.561844059952459
299,mfDist,0.6496815286624203,0.6892655367231638,0.6260689421622655,0.538336047347611
300,mfDist,0.6624203821656051,0.7071823204419891,0.631449946468826,0.5311416173925299
301,mfDist,0.6146496815286624,0.6572237960339944,0.646429493612021,0.5478500125043763
302,mfDist,0.5955414012738853,0.6481994459833795,0.6586940082198462,0.5450491542381287
303,mfDist,0.6337579617834395,0.67966573816156,0.6426838356435053,0.5250200759363194
304,mfDist,0.6656050955414012,0.7169811320754716,0.620676646827603,0.5477715299013854
305,mfDist,0.643312101910828,0.6939890710382514,0.6365690828093786,0.5490569526652092
306,mfDist,0.6337579617834395,0.6814404432132963,0.6144520504459734,0.5481130907642214
307,mfDist,0.6496815286624203,0.6892655367231638,0.6427493530236345,0.5495805361208279
308,mfDist,0.6369426751592356,0.6797752808988764,0.6274475842465832,0.5575876988123278
309,mfDist,0.6560509554140127,0.7016574585635359,0.632422670680749,0.5602224449189349
310,mfDist,0.6305732484076433,0.6914893617021276,0.6383289081044187,0.5390701341577862
311,mfDist,0.643312101910828,0.6956521739130436,0.6453950227387268,0.538925205883733
312,mfDist,0.6464968152866242,0.6925207756232687,0.6363319681606198,0.5589944119851487
313,mfDist,0.6401273885350318,0.6852367688022284,0.6313100651960117,0.5490418151982793
314,mfDist,0.6337579617834395,0.67966573816156,0.6371848496478361,0.5354117872570916
315,mfDist,0.5923566878980892,0.6502732240437159,0.6757214129374755,0.5571018824247562
316,mfDist,0.6210191082802548,0.6809651474530831,0.6508182209067048,0.5569302974070405
317,mfDist,0.6464968152866242,0.6873239436619719,0.6176472908809892,0.5515487220074176
318,mfDist,0.6337579617834395,0.6831955922865014,0.6413959691138871,0.5334598286147555
319,mfDist,0.6369426751592356,0.6779661016949153,0.6384970280941165,0.5302199765932927
320,mfDist,0.5987261146496815,0.6420454545454546,0.6587616514556384,0.5820212013729077
321,mfDist,0.6178343949044586,0.6551724137931034,0.6605063956597065,0.5595099680093337
322,mfDist,0.6114649681528662,0.6514285714285714,0.6258931166845414,0.5471466054002257
323,mfDist,0.6146496815286624,0.664819944598338,0.6457963230515394,0.5425496542791876
324,mfDist,0.6624203821656051,0.7135135135135134,0.6274029028323515,0.5489936346829536
325,mfDist,0.643312101910828,0.6818181818181819,0.6276992186491053,0.5249612215612317
326,mfDist,0.6305732484076433,0.6847826086956521,0.656880784985381,0.5350308874835638
327,mfDist,0.6878980891719745,0.7351351351351351,0.6194401691848569,0.5343700399882156
